Data_Point,Test_Time_s_,Step_Time_s_,Step_Index,Cycle_Index,I,V,ChargeCapacityAh,Discharge_CapacityAh,Charge_EnergyWh,Discharge_EnergyWh,dV_dt_V_s_,Internal_Resistance_Ohm_,Is_FC_Data,AC_Impedance_Ohm_,ACI_Phase_Angle_Deg_,T,SOC,QAccu
8313,18930,21.172,7,1,-0.99987,3.873,2.1172,0.40387,8.1014,1.6084,-0.00055103,0,0,0,0,45,0.79813,-0.003937
8314,18931,22.187,7,1,-0.99969,3.8726,2.1172,0.40415,8.1014,1.6095,-0.00051861,0,0,0,0,45,0.79799,-0.004219
8315,18932,23.203,7,1,-0.99969,3.8721,2.1172,0.40443,8.1014,1.6106,-0.00048618,0,0,0,0,45,0.79786,-0.0045011
8316,18933,24.219,7,1,-0.99987,3.8716,2.1172,0.40472,8.1014,1.6117,-0.00048618,0,0,0,0,45,0.79772,-0.0047831
8317,18934,25.234,7,1,-0.99987,3.8713,2.1172,0.405,8.1014,1.6128,-0.00038896,0,0,0,0,45,0.79759,-0.005065
8318,18935,26.234,7,1,-0.99969,3.8708,2.1172,0.40528,8.1014,1.6138,-0.00042138,0,0,0,0,45,0.79746,-0.0053428
8319,18936,27.234,7,1,-0.99969,3.8704,2.1172,0.40555,8.1014,1.6149,-0.00038891,0,0,0,0,45,0.79733,-0.0056205
8320,18937,28.25,7,1,-0.99951,3.87,2.1172,0.40583,8.1014,1.616,-0.00038896,0,0,0,0,45,0.79719,-0.0059025
8321,18938,29.265,7,1,-0.99987,3.8696,2.1172,0.40612,8.1014,1.6171,-0.00038896,0,0,0,0,45,0.79706,-0.0061846
8322,18939,30.281,7,1,-0.99951,3.8692,2.1172,0.4064,8.1014,1.6182,-0.00035653,0,0,0,0,45,0.79692,-0.0064666
8323,18940,31.297,7,1,-0.99987,3.8687,2.1172,0.40668,8.1014,1.6193,-0.00038891,0,0,0,0,45,0.79679,-0.0067486
8324,18941,32.312,7,1,-0.99969,3.8687,2.1172,0.40696,8.1014,1.6204,-0.00029168,0,0,0,0,45,0.79665,-0.0070307
8325,18942,33.328,7,1,-0.99987,3.868,2.1172,0.40725,8.1014,1.6215,-0.00035653,0,0,0,0,45,0.79652,-0.0073127
8326,18943,34.343,7,1,-0.99987,3.8679,2.1172,0.40753,8.1014,1.6226,-0.00032411,0,0,0,0,45,0.79639,-0.0075948
8327,18944,35.344,7,1,-0.8339,3.88,2.1172,0.40779,8.1014,1.6236,0.002204,0,0,0,0,45,0.79626,-0.0078585
8328,18945,36.359,7,1,-0.83372,3.8802,2.1172,0.40803,8.1014,1.6245,0.0023012,0,0,0,0,45,0.79615,-0.0080937
8329,18946,37.375,7,1,-0.83372,3.8802,2.1172,0.40826,8.1014,1.6254,0.0023985,0,0,0,0,45,0.79604,-0.0083288
8330,18947,38.39,7,1,-0.83354,3.8802,2.1172,0.4085,8.1014,1.6263,0.0024633,0,0,0,0,45,0.79592,-0.0085641
8331,18948,39.39,7,1,-0.83372,3.8798,2.1172,0.40873,8.1014,1.6272,0.0024309,0,0,0,0,45,0.79581,-0.0087957
8332,18949,40.406,7,1,-0.83372,3.8798,2.1172,0.40896,8.1014,1.6281,-6.4802e-05,0,0,0,0,45,0.7957,-0.0090309
8333,18950,41.421,7,1,-0.83354,3.8797,2.1172,0.4092,8.1014,1.629,-9.7227e-05,0,0,0,0,45,0.79559,-0.0092661
8334,18951,42.437,7,1,-0.83372,3.8794,2.1172,0.40943,8.1014,1.6299,-0.00016203,0,0,0,0,45,0.79548,-0.0095013
8335,18952,43.453,7,1,-0.8339,3.879,2.1172,0.40967,8.1014,1.6308,-0.00016208,0,0,0,0,45,0.79537,-0.0097329
8336,18953,44.453,7,1,-0.83372,3.8792,2.1172,0.4099,8.1014,1.6317,-9.7227e-05,0,0,0,0,45,0.79526,-0.0099645
8337,18954,45.453,7,1,-0.83372,3.8789,2.1172,0.41013,8.1014,1.6327,-0.00016203,0,0,0,0,45,0.79515,-0.0102
8338,18955,46.468,7,1,-0.83354,3.8787,2.1172,0.41037,8.1014,1.6336,-0.00016208,0,0,0,0,45,0.79503,-0.010435
8339,18956,47.468,7,1,-0.83354,3.8786,2.1172,0.4106,8.1014,1.6345,-0.00012965,0,0,0,0,45,0.79492,-0.010666
8340,18957,48.484,7,1,-0.83354,3.8784,2.1172,0.41083,8.1014,1.6354,-0.00016208,0,0,0,0,45,0.79481,-0.010902
8341,18958,49.484,7,1,-0.8339,3.8781,2.1172,0.41106,8.1014,1.6363,-0.00016208,0,0,0,0,45,0.7947,-0.01113
8342,18959,50.5,7,1,-0.1112,3.9335,2.1172,0.4112,8.1014,1.6368,0.010923,0,0,0,0,45,0.79464,-0.011268
8343,18960,51.515,7,1,-0.1112,3.9346,2.1172,0.41123,8.1014,1.6369,0.011215,0,0,0,0,45,0.79462,-0.011299
8344,18961,52.515,7,1,-0.11102,3.9356,2.1172,0.41126,8.1014,1.637,0.011441,0,0,0,0,45,0.79461,-0.01133
8345,18962,53.531,7,1,-0.11102,3.9361,2.1172,0.41129,8.1014,1.6372,0.011539,0,0,0,0,45,0.79459,-0.011362
8346,18963,54.546,7,1,-0.1112,3.9362,2.1172,0.41133,8.1014,1.6373,0.011636,0,0,0,0,45,0.79458,-0.011393
8347,18964,55.562,7,1,-0.11102,3.9369,2.1172,0.41136,8.1014,1.6374,0.00055099,0,0,0,0,45,0.79456,-0.011424
8348,18965,56.578,7,1,-0.11102,3.9372,2.1172,0.41139,8.1014,1.6375,0.00042138,0,0,0,0,45,0.79455,-0.011456
8349,18966,57.578,7,1,-0.11102,3.9377,2.1172,0.41142,8.1014,1.6377,0.00038896,0,0,0,0,45,0.79453,-0.011487
8350,18967,58.593,7,1,-0.11084,3.938,2.1172,0.41145,8.1014,1.6378,0.00035653,0,0,0,0,45,0.79452,-0.011518
8351,18968,59.593,7,1,-0.1112,3.9382,2.1172,0.41148,8.1014,1.6379,0.00029168,0,0,0,0,45,0.7945,-0.011549
8352,18969,60.593,7,1,-0.83372,3.8829,2.1172,0.41162,8.1014,1.6384,-0.010858,0,0,0,0,45,0.79444,-0.011688
8353,18970,61.609,7,1,-0.83372,3.8818,2.1172,0.41186,8.1014,1.6394,-0.01115,0,0,0,0,45,0.79433,-0.011923
8354,18971,62.624,7,1,-0.83354,3.8811,2.1172,0.41209,8.1014,1.6403,-0.011312,0,0,0,0,45,0.79421,-0.012158
8355,18972,63.64,7,1,-0.83408,3.8805,2.1172,0.41233,8.1014,1.6412,-0.011506,0,0,0,0,45,0.7941,-0.012393
8356,18973,64.656,7,1,-0.83408,3.88,2.1172,0.41256,8.1014,1.6421,-0.00071306,0,0,0,0,45,0.79399,-0.012629
8357,18974,65.671,7,1,-0.8339,3.8795,2.1172,0.4128,8.1014,1.643,-0.00051856,0,0,0,0,45,0.79388,-0.012864
8358,18975,66.687,7,1,-0.83372,3.8792,2.1172,0.41303,8.1014,1.6439,-0.00042138,0,0,0,0,45,0.79377,-0.013099
8359,18976,67.703,7,1,-0.83372,3.8789,2.1172,0.41327,8.1014,1.6448,-0.00038891,0,0,0,0,45,0.79365,-0.013334
8360,18977,68.703,7,1,-0.83372,3.8786,2.1172,0.4135,8.1014,1.6457,-0.00035653,0,0,0,0,45,0.79354,-0.013566
8361,18978,69.718,7,1,-0.83372,3.8782,2.1172,0.41373,8.1014,1.6466,-0.00032411,0,0,0,0,45,0.79343,-0.013801
8362,18979,70.734,7,1,-0.11102,3.9337,2.1172,0.41383,8.1014,1.647,0.010826,0,0,0,0,45,0.79339,-0.013897
8363,18980,71.749,7,1,-0.11102,3.9348,2.1172,0.41386,8.1014,1.6471,0.011117,0,0,0,0,45,0.79337,-0.013928
8364,18981,72.765,7,1,-0.11102,3.9351,2.1172,0.41389,8.1014,1.6473,0.011312,0,0,0,0,45,0.79336,-0.013959
8365,18982,73.765,7,1,-0.1112,3.9356,2.1172,0.41392,8.1014,1.6474,0.011441,0,0,0,0,45,0.79334,-0.01399
8366,18983,74.781,7,1,-0.11102,3.9361,2.1172,0.41395,8.1014,1.6475,0.00058341,0,0,0,0,45,0.79333,-0.014022
8367,18985,75.796,7,1,-0.1112,3.9362,2.1172,0.41399,8.1014,1.6476,0.00042133,0,0,0,0,45,0.79331,-0.014053
8368,18986,76.796,7,1,-0.1112,3.9366,2.1172,0.41402,8.1014,1.6478,0.00032411,0,0,0,0,45,0.7933,-0.014084
8369,18987,77.812,7,1,-0.11102,3.9369,2.1172,0.41405,8.1014,1.6479,0.00029168,0,0,0,0,45,0.79328,-0.014115
8370,18988,78.827,7,1,-0.11102,3.9371,2.1172,0.41408,8.1014,1.648,0.0002593,0,0,0,0,45,0.79327,-0.014147
8371,18989,79.843,7,1,-0.1112,3.9374,2.1172,0.41411,8.1014,1.6481,0.0002593,0,0,0,0,45,0.79325,-0.014178
8372,18990,80.859,7,1,-0.99987,3.8685,2.1172,0.41434,8.1014,1.649,-0.013581,0,0,0,0,45,0.79314,-0.014408
8373,18991,81.859,7,1,-0.99987,3.8675,2.1172,0.41462,8.1014,1.6501,-0.01384,0,0,0,0,45,0.79301,-0.014686
8374,18992,82.874,7,1,-0.99987,3.8664,2.1172,0.4149,8.1014,1.6512,-0.014099,0,0,0,0,45,0.79288,-0.014968
8375,18993,83.874,7,1,-0.99969,3.8659,2.1172,0.41518,8.1014,1.6523,-0.014261,0,0,0,0,45,0.79275,-0.015245
8376,18994,84.89,7,1,-0.99969,3.8653,2.1172,0.41546,8.1014,1.6533,-0.00087514,0,0,0,0,45,0.79261,-0.015527
8377,18995,85.906,7,1,-0.056358,3.9379,2.1172,0.41552,8.1014,1.6536,0.01397,0,0,0,0,45,0.79258,-0.015586
8378,18996,86.906,7,1,-0.056358,3.9385,2.1172,0.41553,8.1014,1.6536,0.014294,0,0,0,0,45,0.79258,-0.015602
8379,18997,87.921,7,1,-0.056358,3.9393,2.1172,0.41555,8.1014,1.6537,0.014618,0,0,0,0,45,0.79257,-0.015618
8380,18998,88.937,7,1,-0.056358,3.9398,2.1172,0.41557,8.1014,1.6538,0.01491,0,0,0,0,45,0.79256,-0.015634
8381,18999,89.937,7,1,-0.056358,3.94,2.1172,0.41558,8.1014,1.6538,0.00051856,0,0,0,0,45,0.79255,-0.015649
8382,19000,90.937,7,1,-0.056358,3.9405,2.1172,0.4156,8.1014,1.6539,0.00038891,0,0,0,0,45,0.79255,-0.015665
8383,19001,91.952,7,1,-0.056358,3.9406,2.1172,0.41561,8.1014,1.6539,0.00032411,0,0,0,0,45,0.79254,-0.015681
8384,19002,92.968,7,1,-0.056178,3.9408,2.1172,0.41563,8.1014,1.654,0.0002593,0,0,0,0,45,0.79253,-0.015697
8385,19003,93.983,7,1,-0.056358,3.9413,2.1172,0.41564,8.1014,1.6541,0.00022688,0,0,0,0,45,0.79252,-0.015712
8386,19004,94.983,7,1,-0.056178,3.9414,2.1172,0.41566,8.1014,1.6541,0.0002593,0,0,0,0,45,0.79252,-0.015728
8387,19005,95.999,7,1,-0.056358,3.9416,2.1172,0.41568,8.1014,1.6542,0.00022693,0,0,0,0,45,0.79251,-0.015744
8388,19006,96.999,7,1,-0.056358,3.9416,2.1172,0.41569,8.1014,1.6543,0.00016208,0,0,0,0,45,0.7925,-0.01576
8389,19007,97.999,7,1,-0.056358,3.9419,2.1172,0.41571,8.1014,1.6543,0.00019445,0,0,0,0,45,0.79249,-0.015775
8390,19008,99.015,7,1,-0.056358,3.9419,2.1172,0.41572,8.1014,1.6544,0.00016208,0,0,0,0,45,0.79249,-0.015791
8391,19009,100.01,7,1,-0.056178,3.9424,2.1172,0.41574,8.1014,1.6544,0.00019445,0,0,0,0,45,0.79248,-0.015807
8392,19010,101.03,7,1,-0.056178,3.9421,2.1172,0.41576,8.1014,1.6545,6.485e-05,0,0,0,0,45,0.79247,-0.015823
8393,19011,102.05,7,1,-0.056358,3.9424,2.1172,0.41577,8.1014,1.6546,0.00012965,0,0,0,0,45,0.79246,-0.015839
8394,19012,103.06,7,1,-0.056358,3.9426,2.1172,0.41579,8.1014,1.6546,9.7227e-05,0,0,0,0,45,0.79246,-0.015855
8395,19013,104.06,7,1,-0.056358,3.9426,2.1172,0.4158,8.1014,1.6547,0.00012965,0,0,0,0,45,0.79245,-0.01587
8396,19014,105.08,7,1,-0.056358,3.9427,2.1172,0.41582,8.1014,1.6548,0.00012965,0,0,0,0,45,0.79244,-0.015886
8397,19015,106.08,7,1,-0.056358,3.9427,2.1172,0.41583,8.1014,1.6548,9.7275e-05,0,0,0,0,45,0.79243,-0.015902
8398,19016,107.09,7,1,-0.056178,3.9429,2.1172,0.41585,8.1014,1.6549,0.00012965,0,0,0,0,45,0.79243,-0.015918
8399,19017,108.11,7,1,-0.056358,3.9429,2.1172,0.41587,8.1014,1.6549,6.4802e-05,0,0,0,0,45,0.79242,-0.015934
8400,19018,109.12,7,1,-0.056358,3.9429,2.1172,0.41588,8.1014,1.655,6.4802e-05,0,0,0,0,45,0.79241,-0.015949
8401,19019,110.12,7,1,-0.056178,3.9431,2.1172,0.4159,8.1014,1.6551,6.4802e-05,0,0,0,0,45,0.7924,-0.015965
8402,19020,111.12,7,1,-0.056358,3.9431,2.1172,0.41591,8.1014,1.6551,9.7227e-05,0,0,0,0,45,0.7924,-0.015981
8403,19021,112.14,7,1,-0.056358,3.9431,2.1172,0.41593,8.1014,1.6552,3.2425e-05,0,0,0,0,45,0.79239,-0.015997
8404,19022,113.14,7,1,-0.056178,3.9432,2.1172,0.41594,8.1014,1.6553,6.485e-05,0,0,0,0,45,0.79238,-0.016012
8405,19023,114.14,7,1,-0.056358,3.9432,2.1172,0.41596,8.1014,1.6553,0,0,0,0,0,45,0.79237,-0.016028
8406,19024,115.16,7,1,-0.66721,3.8972,2.1172,0.416,8.1014,1.6555,-0.0091726,0,0,0,0,45,0.79236,-0.016064
8407,19025,116.17,7,1,-0.66703,3.8959,2.1172,0.41618,8.1014,1.6562,-0.0094319,0,0,0,0,45,0.79227,-0.016252
8408,19026,117.17,7,1,-0.66721,3.8949,2.1172,0.41637,8.1014,1.6569,-0.0096588,0,0,0,0,45,0.79218,-0.016437
8409,19027,118.17,7,1,-0.66703,3.8943,2.1172,0.41655,8.1014,1.6576,-0.0097885,0,0,0,0,45,0.79209,-0.016622
8410,19028,119.19,7,1,-0.66721,3.8938,2.1172,0.41674,8.1014,1.6584,-0.0099181,0,0,0,0,45,0.792,-0.016811
8411,19029,120.2,7,1,-0.66721,3.8935,2.1172,0.41693,8.1014,1.6591,-0.00055103,0,0,0,0,45,0.79191,-0.016999
8412,19030,121.22,7,1,-0.66721,3.8928,2.1172,0.41712,8.1014,1.6598,-0.00048618,0,0,0,0,45,0.79182,-0.017187
8413,19031,122.22,7,1,-0.66703,3.8927,2.1172,0.4173,8.1014,1.6606,-0.00038896,0,0,0,0,45,0.79173,-0.017372
8414,19032,123.23,7,1,-0.66721,3.892,2.1172,0.41749,8.1014,1.6613,-0.00042133,0,0,0,0,45,0.79164,-0.017561
8415,19033,124.25,7,1,-0.66703,3.8918,2.1172,0.41768,8.1014,1.662,-0.00032411,0,0,0,0,45,0.79155,-0.017749
8416,19034,125.25,7,1,-1.1106,3.8576,2.1172,0.41789,8.1014,1.6628,-0.0070982,0,0,0,0,45,0.79145,-0.017959
8417,19035,126.26,7,1,-1.1106,3.8565,2.1172,0.4182,8.1014,1.664,-0.0072603,0,0,0,0,45,0.79131,-0.018268
8418,19036,127.26,7,1,-1.1106,3.8555,2.1172,0.41851,8.1014,1.6652,-0.0073575,0,0,0,0,45,0.79116,-0.018581
8419,19037,128.28,7,1,-1.1108,3.8547,2.1172,0.41883,8.1014,1.6664,-0.0074548,0,0,0,0,45,0.79101,-0.018894
8420,19038,129.3,7,1,-1.1108,3.8541,2.1172,0.41914,8.1014,1.6676,-0.0074872,0,0,0,0,45,0.79086,-0.019208
8421,19039,130.3,7,1,-1.1106,3.8534,2.1172,0.41945,8.1014,1.6688,-0.00071306,0,0,0,0,45,0.79071,-0.019516
8422,19040,131.31,7,1,-1.1108,3.8526,2.1172,0.41976,8.1014,1.67,-0.00064826,0,0,0,0,45,0.79056,-0.01983
8423,19041,132.33,7,1,-1.1106,3.8525,2.1172,0.42008,8.1014,1.6713,-0.00055103,0,0,0,0,45,0.79041,-0.020143
8424,19042,133.34,7,1,-1.111,3.8516,2.1172,0.42039,8.1014,1.6725,-0.00051861,0,0,0,0,45,0.79027,-0.020456
8425,19043,134.36,7,1,-1.1106,3.8513,2.1172,0.4207,8.1014,1.6737,-0.00048618,0,0,0,0,45,0.79012,-0.02077
8426,19044,135.37,7,1,-0.83372,3.8721,2.1172,0.42099,8.1014,1.6748,0.0037598,0,0,0,0,45,0.78998,-0.021057
8427,19045,136.39,7,1,-0.83372,3.8721,2.1172,0.42122,8.1014,1.6757,0.0038895,0,0,0,0,45,0.78987,-0.021292
8428,19046,137.39,7,1,-0.83372,3.8719,2.1172,0.42146,8.1014,1.6766,0.0039543,0,0,0,0,45,0.78976,-0.021524
8429,19047,138.39,7,1,-0.83372,3.8719,2.1172,0.42169,8.1014,1.6775,0.0041163,0,0,0,0,45,0.78965,-0.021756
8430,19048,139.39,7,1,-0.83354,3.8717,2.1172,0.42192,8.1014,1.6784,0.0041811,0,0,0,0,45,0.78954,-0.021987
8431,19049,140.39,7,1,-0.83372,3.8714,2.1172,0.42215,8.1014,1.6793,-0.00012965,0,0,0,0,45,0.78943,-0.022219
8432,19050,141.41,7,1,-0.83354,3.8714,2.1172,0.42239,8.1014,1.6802,-0.00012965,0,0,0,0,45,0.78932,-0.022454
8433,19051,142.41,7,1,-0.83372,3.8713,2.1172,0.42262,8.1014,1.6811,-0.00012965,0,0,0,0,45,0.78921,-0.022686
8434,19052,143.42,7,1,-0.083691,3.9286,2.1172,0.42277,8.1014,1.6817,0.011344,0,0,0,0,45,0.78913,-0.022841
8435,19053,144.42,7,1,-0.083691,3.9299,2.1172,0.4228,8.1014,1.6818,0.011636,0,0,0,0,45,0.78912,-0.022864
8436,19054,145.44,7,1,-0.083691,3.9304,2.1172,0.42282,8.1014,1.6819,0.011798,0,0,0,0,45,0.78911,-0.022888
8437,19055,146.44,7,1,-0.083511,3.9312,2.1172,0.42284,8.1014,1.682,0.011993,0,0,0,0,45,0.7891,-0.022911
8438,19056,147.44,7,1,-0.083691,3.9315,2.1172,0.42287,8.1014,1.682,0.012057,0,0,0,0,45,0.78909,-0.022934
8439,19057,148.45,7,1,-0.083691,3.9322,2.1172,0.42289,8.1014,1.6821,0.00058341,0,0,0,0,45,0.78908,-0.022958
8440,19058,149.47,7,1,-0.083691,3.9324,2.1172,0.42291,8.1014,1.6822,0.00045376,0,0,0,0,45,0.78906,-0.022982
8441,19059,150.48,7,1,-0.083691,3.9328,2.1172,0.42294,8.1014,1.6823,0.00038896,0,0,0,0,45,0.78905,-0.023005
8442,19060,151.48,7,1,-0.083691,3.933,2.1172,0.42296,8.1014,1.6824,0.00032415,0,0,0,0,45,0.78904,-0.023028
8443,19061,152.5,7,1,-0.083691,3.9335,2.1172,0.42298,8.1014,1.6825,0.00032411,0,0,0,0,45,0.78903,-0.023052
8444,19062,153.5,7,1,-0.083691,3.9335,2.1172,0.42301,8.1014,1.6826,0.00022688,0,0,0,0,45,0.78902,-0.023075
8445,19063,154.51,7,1,-0.083691,3.9338,2.1172,0.42303,8.1014,1.6827,0.00022688,0,0,0,0,45,0.78901,-0.023099
8446,19064,155.51,7,1,-0.083691,3.9341,2.1172,0.42305,8.1014,1.6828,0.0002593,0,0,0,0,45,0.789,-0.023122
8447,19065,156.53,7,1,-0.083511,3.9343,2.1172,0.42308,8.1014,1.6829,0.00022688,0,0,0,0,45,0.78899,-0.023146
8448,19066,157.55,7,1,-0.083511,3.9346,2.1172,0.4231,8.1014,1.683,0.00022688,0,0,0,0,45,0.78897,-0.023169
8449,19067,158.56,7,1,-0.083511,3.9346,2.1172,0.42313,8.1014,1.6831,0.00019445,0,0,0,0,45,0.78896,-0.023193
8450,19068,159.56,7,1,-0.083691,3.9346,2.1172,0.42315,8.1014,1.6832,0.00012965,0,0,0,0,45,0.78895,-0.023216
8451,19069,160.58,7,1,-0.083511,3.9349,2.1172,0.42317,8.1014,1.6832,0.0001945,0,0,0,0,45,0.78894,-0.02324
8452,19070,161.58,7,1,-0.083871,3.9349,2.1172,0.4232,8.1014,1.6833,9.7275e-05,0,0,0,0,45,0.78893,-0.023263
8453,19071,162.59,7,1,-0.083691,3.9351,2.1172,0.42322,8.1014,1.6834,9.7227e-05,0,0,0,0,45,0.78892,-0.023287
8454,19072,163.61,7,1,-0.083691,3.9353,2.1172,0.42324,8.1014,1.6835,9.7227e-05,0,0,0,0,45,0.78891,-0.02331
8455,19073,164.62,7,1,-0.083691,3.9354,2.1172,0.42327,8.1014,1.6836,0.00012965,0,0,0,0,45,0.7889,-0.023334
8456,19074,165.64,7,1,-0.66685,3.8905,2.1172,0.42338,8.1014,1.6841,-0.0088809,0,0,0,0,45,0.78884,-0.023453
8457,19075,166.65,7,1,-0.66685,3.8897,2.1172,0.42357,8.1014,1.6848,-0.0090754,0,0,0,0,45,0.78875,-0.023641
8458,19076,167.65,7,1,-0.66703,3.8891,2.1172,0.42376,8.1014,1.6855,-0.0092374,0,0,0,0,45,0.78866,-0.023826
8459,19077,168.65,7,1,-0.66703,3.8886,2.1172,0.42394,8.1014,1.6863,-0.0093671,0,0,0,0,45,0.78857,-0.024011
8460,19078,169.67,7,1,-0.66721,3.8881,2.1172,0.42413,8.1014,1.687,-0.00058341,0,0,0,0,45,0.78848,-0.0242
8461,19079,170.67,7,1,-0.66721,3.8876,2.1172,0.42432,8.1014,1.6877,-0.00048618,0,0,0,0,45,0.7884,-0.024385
8462,19080,171.69,7,1,-0.66721,3.8873,2.1172,0.42451,8.1014,1.6884,-0.00042133,0,0,0,0,45,0.78831,-0.024573
8463,19081,172.7,7,1,-0.66721,3.887,2.1172,0.42469,8.1014,1.6892,-0.00035653,0,0,0,0,45,0.78822,-0.024761
8464,19082,173.7,7,1,-0.66721,3.8868,2.1172,0.42488,8.1014,1.6899,-0.00032415,0,0,0,0,45,0.78813,-0.024947
8465,19083,174.72,7,1,-0.66721,3.8863,2.1172,0.42507,8.1014,1.6906,-0.00032415,0,0,0,0,45,0.78804,-0.025135
8466,19084,175.73,7,1,-1.6668,3.8087,2.1172,0.42545,8.1014,1.6921,-0.015752,0,0,0,0,45,0.78786,-0.025516
8467,19085,176.75,7,1,-1.6668,3.8068,2.1172,0.42592,8.1014,1.6939,-0.016076,0,0,0,0,45,0.78763,-0.025986
8468,19086,177.75,7,1,-1.6668,3.8053,2.1172,0.42638,8.1014,1.6956,-0.016336,0,0,0,0,45,0.78741,-0.026449
8469,19087,178.76,7,1,-1.667,3.8038,2.1172,0.42685,8.1014,1.6974,-0.016563,0,0,0,0,45,0.78719,-0.02692
8470,19088,179.78,7,1,-1.667,3.8029,2.1172,0.42732,8.1014,1.6992,-0.0015558,0,0,0,0,45,0.78697,-0.02739
8471,19090,180.8,7,1,-1.3892,3.8236,2.1172,0.42773,8.1014,1.7008,0.0032088,0,0,0,0,45,0.78677,-0.027802
8472,19091,181.81,7,1,-1.3894,3.8228,2.1172,0.42813,8.1014,1.7023,0.0033385,0,0,0,0,45,0.78658,-0.028194
8473,19092,182.81,7,1,-1.389,3.8226,2.1172,0.42851,8.1014,1.7038,0.0036302,0,0,0,0,45,0.7864,-0.02858
8474,19093,183.83,7,1,-1.3894,3.8218,2.1172,0.4289,8.1014,1.7053,0.003695,0,0,0,0,45,0.78621,-0.028972
8475,19094,184.84,7,1,-1.3892,3.8213,2.1172,0.4293,8.1014,1.7068,-0.00045376,0,0,0,0,45,0.78603,-0.029364
8476,19095,185.86,7,1,-1.3894,3.8209,2.1172,0.42969,8.1014,1.7083,-0.00048618,0,0,0,0,45,0.78584,-0.029756
8477,19096,186.87,7,1,-1.3892,3.8202,2.1172,0.43008,8.1014,1.7097,-0.00051861,0,0,0,0,45,0.78565,-0.030148
8478,19097,187.89,7,1,-1.3894,3.8197,2.1172,0.43047,8.1014,1.7112,-0.00048618,0,0,0,0,45,0.78547,-0.03054
8479,19098,188.89,7,1,-1.389,3.8194,2.1172,0.43086,8.1014,1.7127,-0.00048618,0,0,0,0,45,0.78528,-0.030925
